cnes,CNES,IBGE,municipio,NOME FANTASIA,logradouro,NUMERO,BAIRRO,CEP,TP_UNID,tipo_unidade,lat,lon
6628117,6628117,420540,Florianópolis,Lenita Ferreira Maria Rabelo,Rua Araci Vaz Callado,727,Estreito,88070750,22,Consultorio Isolado  ,-27.597,-48.5855594541
6717578,6717578,420420,Chapecó,Centro De Endocrinologia E Nefrologia,Avenida Nereu Ramos - D,1248,Palmital,89814247,22,Consultorio Isolado  ,-27.1233184,-52.6070219
6716512,6716512,420910,Joinville,Oncoderme Clinica De Oncologia E Dermatologia S S,Rua Abdon Batista,47,Centro,89201010,36,Clinica/Centro De Especialidade  ,-26.30549475,-48.844585747830806
2522608,2522608,420820,Itajaí,Associacao Dos Aposentados,Rua Herminio José Ferreira Neto,398,Centro,88301250,2,Centro De Saude/Unidade Basica  ,-26.9083600041,-48.6624037122
6679811,6679811,421880,Turvo,Esf Linha Contessi,Rodovia Municipal Tvo353,5595,Linha Contessi,88930000,2,Centro De Saude/Unidade Basica  ,-28.89411,-49.72539054312156
6722571,6722571,420420,Chapecó,Clinica Ramos,Rua Clevelândia - E,860,Centro,89801560,22,Consultorio Isolado  ,-27.1047403,-52.6053157
6707831,6707831,420460,Criciúma,Lvs Clinica De Cirurgia Plastica Ltda,Rua Augusto dos Anjos,170,Pio Correa,88811560,22,Consultorio Isolado  ,-28.6749082,-49.3603405
6707939,6707939,420460,Criciúma,Unna Clinica Medica Ltda,Rua Coronel Pedro Benedet,505,Centro,88801250,22,Consultorio Isolado  ,-28.677886,-49.3687569
6718728,6718728,420460,Criciúma,Laboratorio Morimoto,Rua Marcelo Lodetti,100,Centro,88801510,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-28.6743143,-49.3724614
6705510,6705510,420820,Itajaí,Morgana Caregnato Odontologia,Avenida Sete de Setembro,776,Fazenda,88301202,22,Consultorio Isolado  ,-26.9132063,-48.6567081
6705901,6705901,420820,Itajaí,Clinica De Estetica Bucal,Rua São Cristóvão,657,Cordeiros,88310160,22,Consultorio Isolado  ,-26.8897266,-48.6930545
6708943,6708943,420820,Itajaí,Jose Valsi De Vargas,Avenida Coronel Marcos Konder,1207,Centro,88301303,22,Consultorio Isolado  ,-26.9122658,-48.659325
6717675,6717675,420820,Itajaí,Dhyego Mehanna Campanini,Rua Hercílio Luz,749,Sao Vicente,88301000,22,Consultorio Isolado  ,-26.9043405,-48.6887168
6721109,6721109,420820,Itajaí,Viva Bem Fisioterapia E Estetica,Rua Brusque,272,Centro,88303000,36,Clinica/Centro De Especialidade  ,-26.9117927,-48.6660527
6553753,6553753,420250,Bom Jardim da Serra,Secretaria Municipal De Saude De Bom Jardim Da Serra,Adelia Do Amaral E Souza,S/N,Centro,88640000,68,Central De Gestao Em Saude  ,-28.3380324,-49.625588
5567734,5567734,420830,Itapema,Hospital Visao Litoral,Rua 214,263,Meia Praia,88220000,36,Clinica/Centro De Especialidade  ,-27.1225721,-48.6091228
6727654,6727654,420280,Braço do Norte,Paz Servicos Medicos,Rua Bernardo Locks,46,Centro,88750000,22,Consultorio Isolado  ,-28.2747618,-49.1677021
6722830,6722830,420420,Chapecó,Acufisio,Rua Rui Barbosa - D,200,Centro,89801042,22,Consultorio Isolado  ,-27.1056135,-52.6106536
6717039,6717039,421950,Xanxerê,Cat Centro De Atendimento Ao Trabalhador Ltda,Avenida La Salle,226,Centro,89820000,36,Clinica/Centro De Especialidade  ,-26.8776028,-52.409367
6456804,6456804,420540,Florianópolis,Luciana Souza Santos De Paula,Rua Prefeito Dib Cherem,2412,Capoeiras,88090000,22,Consultorio Isolado  ,-27.5973454,-48.5939152
6456820,6456820,420540,Florianópolis,Ilhamed,Avenida Trompowsky,291,Centro,88015300,36,Clinica/Centro De Especialidade  ,-27.597,-48.5502186538
6445632,6445632,420640,Guaraciaba,Secretaria Municipal De Saude De Guaraciaba,Rua Presidente Kennedy,455,Centro,89920000,68,Central De Gestao Em Saude  ,-26.59913,-53.5152915
6436188,6436188,421950,Xanxerê,Servico De Atendimento Especializado Sae,Rua da Consolação,441,Matinho,89820000,36,Clinica/Centro De Especialidade  ,-26.8813445,-52.4105241
6462707,6462707,420920,Lacerdópolis,Secretaria Municipal De Saude De Lacerdopolis,Rua Sete de Setembro,1237,Centro,89660000,68,Central De Gestao Em Saude  ,-27.2616397,-51.5559083
6450326,6450326,420240,Blumenau,Laboratorio Itoupava,Rua Ervino Schwanke,55,Vila Itoupava,89075485,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.7238331,-49.0665546
6455433,6455433,420240,Blumenau,Istituto Evoluzione De Medicina E Psicologia S C Ltda,Rua Sete de Setembro,110,Centro,89010200,22,Consultorio Isolado  ,-26.9212107,-49.06546528114407
6449050,6449050,420580,Garuva,Centro Medico Coper Vida Ltda,Travessa Brasília,123,Centro,89248000,36,Clinica/Centro De Especialidade  ,-26.0303362,-48.857453
6462685,6462685,420540,Florianópolis,Oral Doctor,Rua Belmira Isabel Martins,62,Estreito,88075145,22,Consultorio Isolado  ,-27.58695875,-48.57787737209074
6465633,6465633,420370,Canelinha,Unidade Basica De Saude Olga Maria,Centro Do Moura,S/N,Moura,88230000,2,Centro De Saude/Unidade Basica  ,-27.2660341,-48.7666708
3087816,3087816,421690,São Lourenço do Oeste,Clinica Geral E Ortodontia,Rua Nereu Ramos,551,Centro,89990000,22,Consultorio Isolado  ,-26.3469356,-52.8528183
6489451,6489451,421360,Porto União,Secretaria Municipal Da Saude De Porto Uniao,Rua Joaquim Nabuco,244,Cidade Nova,89400000,68,Central De Gestao Em Saude  ,-26.2437127,-51.0847878
2302004,2302004,421930,Videira,Central Municipal De Odontologia,Rua Antonio Ferlin,550,Sao Cristovao,89562082,36,Clinica/Centro De Especialidade  ,-27.0103308,-51.14346482785093
6512526,6512526,420240,Blumenau,Andrea Schweder,Alameda Rio Branco,238,Centro,89010300,22,Consultorio Isolado  ,-26.9245634,-49.061334597000425
6512356,6512356,420650,Guaramirim,Drogaria Calcadao,Rua 28 de Agosto,1284,Centro,89270000,43,Farmacia  ,-26.4734045,-48.9964
6506569,6506569,421165,Novo Horizonte,Secretaria Municipal De Saude De Novo Horizonte,Avenida Castelo Branco,24,Centro,89998000,68,Central De Gestao Em Saude  ,-26.4465656,-52.8319931
2335085,2335085,420200,Balneário Camboriú,Ciss Centro Integrado De Solidariedade E Saude,Rua 2350,560,Centro,88330422,36,Clinica/Centro De Especialidade  ,-26.9964016,-48.6339797
6520014,6520014,420340,Campo Belo do Sul,Antonio Sergio Wisniewski,Rua Álvaro Pucci,S/N,Centro,88580000,22,Consultorio Isolado  ,-27.8997804,-50.7600055
6518699,6518699,421050,Maravilha,Consultorio Odontologico Dra Vanessa Pan,Rua General Osorio,362,Centro,89874000,22,Consultorio Isolado  ,-26.767674,-53.1781644
6497535,6497535,421350,Porto Belo,Secretaria Municipal De Saude E Saneamento,Rua Félix Walendowsky,321,Pereque,88210000,68,Central De Gestao Em Saude  ,-27.1556994,-48.5789466
6507816,6507816,420940,Laguna,Consultoria De Psicologia Luana Branco De Abreu,Praca Vidal Ramos,128,Centro,88790000,22,Consultorio Isolado  ,-28.4837443,-48.7816572
2555859,2555859,421170,Orleans,Edgar Rudi Da Silva Mattos E Cia Ltda,Rua Jose Antunes Mattoa,77,Centro,88870000,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-28.3572698,-49.2872434
6530230,6530230,421500,Rio Negrinho,Secretaria Municipal De Saude De Rio Negrinho,Av Richard S De Albuquerque,40,Centro,89295000,68,Central De Gestao Em Saude  ,-26.259075,-49.517746
6530486,6530486,420055,Águas Frias,Secretaria Municipal De Saude De Aguas Frias,Rua Maria Gotardo Galon,349,Centro,89843000,68,Central De Gestao Em Saude  ,-26.8792713,-52.8583566
6535747,6535747,420535,Flor do Sertão,Secretaria Municipal De Saude De Flor Do Sertao,Flor do Sertão,533,Centro,89878000,68,Central De Gestao Em Saude  ,-26.7778287,-53.3483141
6534236,6534236,420540,Florianópolis,Bem Estar Fisioterapia,Rua Major Costa,221,Centro,88020400,22,Consultorio Isolado  ,-27.59528235,-48.54238799853067
6537057,6537057,420900,Joaçaba,Leticia Godoy Da Silva,Avenida Santa Terezinha,275,Centro,89600000,22,Consultorio Isolado  ,-27.17779435,-51.50338806227427
6528228,6528228,421605,São Cristóvão do Sul,Secretaria Municipal De Saude De Sao Cristovao Do Sul,Rua João Torezan Sobrinho,187,Centro,89533000,68,Central De Gestao Em Saude  ,-27.2695073,-50.445609
6538398,6538398,420213,Bela Vista do Toldo,Secretaria Municipal De Saude De Bela Vista Do Toldo,R Ovande Dos Santos Pacheco,240,Centro,89478000,68,Central De Gestao Em Saude  ,-26.274625,-50.466354
6537138,6537138,420910,Joinville,Pulse Care,Rua Padre Antônio Vieira,630,America,89204150,77,Servico De Atencao Domiciliar Isolado (Home Care)  ,-26.2835012,-48.8425665
6521320,6521320,421940,Witmarsum,Secretaria Municipal De Saude De Witmarsum,Rua 7 de Setembro,2255,Centro,89157000,68,Central De Gestao Em Saude  ,-26.9238955,-49.7879937
6542158,6542158,420325,Capão Alto,Secretaria Municipal De Saude Capao Alto,Rua Atilio Mortari,100,Centro,88548000,68,Central De Gestao Em Saude  ,-27.9366071,-50.5136588
6527639,6527639,420430,Concórdia,Espaco Odonto,Rua Prefeito Domingos Machado de Lima,850,Centro,89700025,22,Consultorio Isolado  ,-27.233320921565088,-52.02753698852965
6534473,6534473,420785,Irati,Secretaria Municipal De Saude De Irati,Rua Joao Beux Sobrinho,S/N,Centro,89856000,68,Central De Gestao Em Saude  ,-26.6577742,-52.8929851
6524036,6524036,420820,Itajaí,Wilson Busato,Avenida Coronel Marcos Konder,1207,Centro,88301303,22,Consultorio Isolado  ,-26.9122658,-48.659325
6532918,6532918,420820,Itajaí,Carla Pereira De Oliveira Sellera,Rua Brusque,1010,Centro,88303000,22,Consultorio Isolado  ,-26.9117927,-48.6660527
6539858,6539858,420820,Itajaí,Secretaria Municipal De Saude De Itajai,Avenida Governador Adolfo Konder,559,Sao Vicente,88308002,68,Central De Gestao Em Saude  ,-26.9176868,-48.7071864
6515770,6515770,420650,Guaramirim,Drogaria Catarinense,Rua 28 de Agosto,1262,Centro,89270000,43,Farmacia  ,-26.4744527,-49.0020315
6539688,6539688,420890,Jaraguá do Sul,Kellyn Rengel Bertoldi,Rua João Januário Ayroso,531,Jaragua Esquerdo,89253100,22,Consultorio Isolado  ,-26.4981721,-49.0905634454499
6510841,6510841,420700,Içara,Sulcardio Clinica Cardiologica,Rua Vitoria 190,190,Centro,88820000,36,Clinica/Centro De Especialidade  ,-28.7116553,-49.2971441
6538770,6538770,420890,Jaraguá do Sul,Lucia Helena Dos Reis Sousa Do Carmo,Avenida Marechal Deodoro da Fonseca,429,Centro,89251700,22,Consultorio Isolado  ,-26.48514515,-49.08247540596477
6539149,6539149,420890,Jaraguá do Sul,Clinica Derma Bond,Rua João Planincheck,1829,Nova Brasilia,89252220,22,Consultorio Isolado  ,-26.4948123,-49.08972842026066
6538045,6538045,421900,Urussanga,Secretaria Municipal De Saude De Urussanga,Rua Barão do Rio Branco,140,Centro,88840000,68,Central De Gestao Em Saude  ,-28.5216046,-49.3215664
6536271,6536271,420900,Joaçaba,Profisio,Rua Duque de Caxias,1050,Centro,89600000,36,Clinica/Centro De Especialidade  ,-27.1759823,-51.5087173
6528244,6528244,420970,Lebon Régis,Secretaria Municipal De Saude De Lebon Regis,Rua Ivens De Araujo,S/N,Centro,89515000,68,Central De Gestao Em Saude  ,-26.927987,-50.692109
6542506,6542506,421205,Palmeira,Unidade De Saude Sao Sebastiao,Estrada Geral Sao Sebastiao,250,Inrerior,88545000,2,Centro De Saude/Unidade Basica  ,-27.5797981,-50.1589086
6540104,6540104,421290,Pinhalzinho,Espaco Psi,Rua João Pessoa,2080,Centro,89870000,22,Consultorio Isolado  ,-26.8507067,-52.9858095
6546455,6546455,421567,Santa Terezinha,Secretaria Municipal De Saude Fms,Rua Bruno Pieczarka,S/N,Centro,89199000,68,Central De Gestao Em Saude  ,-26.7770005,-50.0070342
6544002,6544002,420675,Ibiam,Consultorio Odontologico,Av 20 De Julho,S/N,Centro,89652000,22,Consultorio Isolado  ,-27.184658,-51.235154
6388493,6388493,420060,Águas Mornas,Secretaria Municipal De Saude De Aguas Mornas,Rua Joao Pereira Davila,91,Centro,88150000,68,Central De Gestao Em Saude  ,-27.696316,-48.8247831
6515088,6515088,420220,Benedito Novo,Secretaria Municipal De Saude De Benedito Novo,Rua Hans Scheifer,136,Centro,89124000,68,Central De Gestao Em Saude  ,-26.7840657,-49.3629511
6546994,6546994,420350,Campo Erê,Consultorio Odontologico Christina Roman,Rua Maranhão,S/N,Centro,89980000,22,Consultorio Isolado  ,-26.3942783,-53.0793272
6531873,6531873,421415,Princesa,Secretaria Municipal De Saude De Princesa,Rua Sete de Setembro,605,Centro,89935000,68,Central De Gestao Em Saude  ,-26.4431559,-53.5982107
6540112,6540112,421290,Pinhalzinho,Cac Centro De Avaliacao De Condutores,Avenida Coronel Ibiapina de Lima,398,Efacip,89870000,22,Consultorio Isolado  ,-26.8398037,-52.9842474
6542182,6542182,421290,Pinhalzinho,Only Fitness Studio,Avenida Brasília,1203,Centro,89870000,22,Consultorio Isolado  ,-26.8506868,-52.9872789
6542301,6542301,421290,Pinhalzinho,Consultorio Odontologico,Avenida Brasília,1970,Centro,89870000,22,Consultorio Isolado  ,-26.8506868,-52.9872789
6535739,6535739,421670,São José do Cedro,Secretaria Municipal De Saude De Sao Jose Do Cedro,Rua João XXIII,0049,Centro,89930000,68,Central De Gestao Em Saude  ,-26.4560853,-53.494822
2672359,2672359,421280,Balneário Piçarras,Clinica Santa Maria Ltda,Avenida Nereu Ramos,230,Centro,88380000,22,Consultorio Isolado  ,-26.7650481,-48.6712669
2672332,2672332,421280,Balneário Piçarras,Unidade De Saude Da Familia Nsa Sra Da Paz,Rua das Acácias,01,N Sra Da Paz,88380000,2,Centro De Saude/Unidade Basica  ,-26.7762666,-48.6808225
4061284,4061284,421010,Mafra,Unidade De Esf Caic,Avenida das Rosas,S/N,Vila Das Flores,89303310,1,Posto De Saude  ,-26.0946603,-49.8115799
2663090,2663090,421020,Major Gercino,Unidade De Saude Pinheiral,Rua Geral Pinheiral,102,Pinheiral,88260000,1,Posto De Saude  ,-27.419236,-48.94878
2663104,2663104,421020,Major Gercino,Unidade Sanitaria Centro,Rua Joaquim Silveira,90,Centro,88260000,2,Centro De Saude/Unidade Basica  ,-27.419236,-48.94878
2624435,2624435,421040,Maracajá,Pronto Atendimento Vila Beatriz,Rodovia José Jovelino da Costa,S/N,Vila Beatriz,88915000,73,Pronto Atendimento  ,-28.8628566,-49.449388
4061373,4061373,421040,Maracajá,Bio Analise,Rua Nossa Senhora da Conceição,1525,Vila Beatriz,88915000,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-28.8475529,-49.4545873
2593254,2593254,421060,Massaranduba,Estrategia Saude Da Familia Donato Petri,Estrada Geral Massarandubinha,S/N,Massarandubinha,89108000,2,Centro De Saude/Unidade Basica  ,-26.6443393,-48.99656662869894
6542492,6542492,420750,Indaial,Secretaria De Saude,Rua Desembargador Alves Pedrosa,155,Tapajos,89080081,68,Central De Gestao Em Saude  ,-26.9024654,-49.2396978
6387993,6387993,421430,Rancho Queimado,Secretaria Municipal De Saude De Rancho Queimado,Praça Leonardo Sell,40,Centro,88470000,68,Central De Gestao Em Saude  ,-27.67277725,-49.012495272933855
6453740,6453740,420880,Jaguaruna,Nandi E Cruz Clinica Odontologica Ltda,Rua Coronel Severino Duarte,687,Encruzo,88715000,36,Clinica/Centro De Especialidade  ,-28.6110631,-49.0261377
6460798,6460798,420880,Jaguaruna,Sorride Per La Vita,Rua Diogo Francisco Pereira,145,Centro,88715000,22,Consultorio Isolado  ,-28.6237365,-49.0288664
6465145,6465145,420710,Ilhota,Central Municipal De Rede De Frio De Ilhota,Rua Ângelo Três,257,Centro,88320000,84,Central De Abastecimento  ,-26.9033316,-48.8269734
2305275,2305275,420140,Araranguá,Laboratorio Tournier,Praça Hercílio Luz,456,Centro,88900001,36,Clinica/Centro De Especialidade  ,-28.9343029,-49.48365619551353
2652099,2652099,420530,Faxinal dos Guedes,Hospital Sao Cristovao,Tres De Maio,415,Centro,89694000,5,Hospital Geral  ,-26.8494222,-52.2586485
2305348,2305348,420140,Araranguá,Sonograf,Avenida Coronel João Fernandes,220,Centro,88900005,36,Clinica/Centro De Especialidade  ,-28.9371738,-49.4839999
2497263,2497263,421170,Orleans,Unidade Sao Roque Esf,Rua São Francisco,118,Barro Vermelho,88870000,2,Centro De Saude/Unidade Basica  ,-28.3487415,-49.2910128
3018121,3018121,421480,Rio do Sul,Str De Rio Do Sul,Rua Tuiuti,163,Jardim America,89160045,2,Centro De Saude/Unidade Basica  ,-27.2090008,-49.6402917
6468101,6468101,420260,Bom Retiro,Secretaria Municipal De Saude Bom Retiro,Avenido Major Generoso,227,Centro,88680000,68,Central De Gestao Em Saude  ,-27.798993,-49.486994
6460089,6460089,420890,Jaraguá do Sul,Vivian Da Cas Engelke,Rua Guilherme Weege,495,Centro,89251610,22,Consultorio Isolado  ,-26.4885442,-49.0789264
6455980,6455980,420910,Joinville,Maristela Ribeiro Saturno,Rua Blumenau,178,America,89204250,22,Consultorio Isolado  ,-26.2986824,-48.8503067
6465676,6465676,420910,Joinville,Cliniprev Clinica Medica De Joinville,Rua Coronel Procópio Gomes,1221,Bucarein,89202300,4,Policlinica  ,-26.3169167,-48.8401185
6470793,6470793,421890,Urubici,Secretaria Municpal De Saude Urubici,Praca Francisco Pereira De Souza,89,Centro,88650000,68,Central De Gestao Em Saude  ,-28.0638833,-49.59135138284094
6455697,6455697,420940,Laguna,Centro Oftalmologico De Laguna,Rua Osvaldo Aranha,280,Centro,88790000,36,Clinica/Centro De Especialidade  ,-28.4856776,-48.7798716
6464289,6464289,420419,Chapadão do Lageado,Consultorio Odontologico Dr Fabiano Brunetto,Avenida 29 de Novembro,640,Centro,88407000,22,Consultorio Isolado  ,-27.5922765,-49.5562588
6455263,6455263,420600,Governador Celso Ramos,Clinica De Fisioterapia Calheiros,Rodvia Sc 410,S/N,Calheiros,88190000,36,Clinica/Centro De Especialidade  ,-27.317161,-48.557608
6461719,6461719,420460,Criciúma,Glades Bolam Locks,Rua João Pessoa,45,Centro,88801530,22,Consultorio Isolado  ,-28.6774912,-49.3703844
6470815,6470815,420480,Curitibanos,Patricia Nasiniaki Saquet,Rua Altino Gonçalves de Farias,403,Centro,89520000,22,Consultorio Isolado  ,-27.2894968,-50.5830686
6469027,6469027,420820,Itajaí,Respire Clinica Medica,Rua Lauro Muller,110,Centro,88301400,36,Clinica/Centro De Especialidade  ,-26.9112538,-48.6545262
6471668,6471668,420820,Itajaí,Sabrina Tolentino Da Silva,Rua Cônego Thomaz Fontes,480,Centro,88301100,22,Consultorio Isolado  ,-26.9044994,-48.6602043
6471269,6471269,421895,Urupema,Secretaria Municipal De Saude Urupema,Avenida Manoel Pereira de Medeiros,155,Centro,88625000,68,Central De Gestao Em Saude  ,-27.95382765,-49.87540259461291
2689537,2689537,420110,Anitápolis,Unidade Sanitaria De Anitapolis,Rua Manoel Moraes Teodoro,266,Centro,88475000,2,Centro De Saude/Unidade Basica  ,-27.87055445,-49.14690166346154
6354335,6354335,420540,Florianópolis,Consultorio Odontologico Pedro Alexandre,Rua Presidente Nereu Ramos,19,Centro,88015010,22,Consultorio Isolado  ,-27.5947557,-48.5504575
6358519,6358519,421780,Taió,Consultorio Odontologico Dra Franciele Reice Nardelli,Rua Coronel Feddersen,2263,Centro,89190000,22,Consultorio Isolado  ,-27.1174344,-50.00696
6630901,6630901,420230,Biguaçu,Clinica Uniao,Praça Nereu Ramos,10,Centro,88160116,36,Clinica/Centro De Especialidade  ,-27.4956554,-48.6550235
6625428,6625428,420650,Guaramirim,Ame Ambulatorio Municipal De Especialidades,Rua João Butschardt,365,Centro,89270000,36,Clinica/Centro De Especialidade  ,-26.4786989,-49.001014
6629865,6629865,420820,Itajaí,Carolina Lenhardt,Rua Lauro Muller,110,Centro,88301400,22,Consultorio Isolado  ,-26.9112538,-48.6545262
6609392,6609392,420830,Itapema,Consultorio Odontologico Luana Parisotto,Rua Sao Francisco Pio,356,Canto Da Praia,88220000,22,Consultorio Isolado  ,-27.0988126,-48.64454838500228
6358152,6358152,420540,Florianópolis,Sara Cordeiro Apolinario,Rodovia João Gualberto Soares,653,Ingleses,88058300,22,Consultorio Isolado  ,-27.5757599896,-48.5250332394
6633749,6633749,420240,Blumenau,Esf Vereador Augusto Cesar Viana I,Rua General Osório,2677,Agua Verde,89041001,2,Centro De Saude/Unidade Basica  ,-26.91027615,-49.12018494379107
6633765,6633765,420240,Blumenau,Esf Jovino Inacio Cardoso Iii,Rua Maria Popper,S/N,Agua Verde,89037300,2,Centro De Saude/Unidade Basica  ,-26.9124508,-49.1047159
6639585,6639585,421570,Santo Amaro da Imperatriz,Top Clinic Fisioterapia E Estetica,Rua Frei Fidêncio Feldmann,384,Centro,88140000,36,Clinica/Centro De Especialidade  ,-27.6859242,-48.7780315
6645119,6645119,421580,São Bento do Sul,Hissa Leal Reis Odontologia Avancada,Avenida Dom Pedro II,403,Centro,89280136,36,Clinica/Centro De Especialidade  ,-26.2476558,-49.3879472
659649,659649,420540,Florianópolis,Panvel Farmacias,Rodovia Doutor Antônio Luiz Moura Gonzaga,2765,Rio Tavares,88048301,43,Farmacia  ,-27.6582284,-48.4877551
640891,640891,420540,Florianópolis,Clinica Ancre,Avenida Mauro Ramos,1970,Centro,88020304,22,Consultorio Isolado  ,-27.5857347,-48.5435459
682098,682098,420550,Fraiburgo,Mh Ginecologia E Obstetricia Ltda,Rua João Marques Vieira,925,Centro,89580000,22,Consultorio Isolado  ,-27.0213962,-50.9292457
679402,679402,420820,Itajaí,Farma Energia,Avenida Campos Novos,475,Sao Vicente,88309650,43,Farmacia  ,-26.9049309,-48.7002928
554936,554936,420820,Itajaí,Consultorio De Psicoterapia Nivia Medeiros,Rua Doutor Nereu Ramos,197,Centro,88301215,22,Consultorio Isolado  ,-26.9099387,-48.6604205
634204,634204,420910,Joinville,Odonto Excellence Acg,Rua Merces,350,Fatima,89229130,36,Clinica/Centro De Especialidade  ,-26.3229389,-48.8137942
649899,649899,420910,Joinville,Farmacias Angeloni Joinville Fl 111,Rua Ministro Calógeras,1639,Anita Garibaldi,89202005,43,Farmacia  ,-26.31144315,-48.8546185760104
641405,641405,420750,Indaial,Odontocompany,Rua Marechal Floriano Peixoto,323,Centro,89080063,22,Consultorio Isolado  ,-26.8985133,-49.2308707
9662995,9662995,420245,Bombinhas,Unidade De Saude Do Mariscal,Avenida Diamante,100,Mariscal,88215000,2,Centro De Saude/Unidade Basica  ,-27.1733249,-48.5045864
990329,990329,420900,Joaçaba,Clinica De Olhos Dr Seiko,Rua Barão do Rio Branco,552,Centro,89600000,36,Clinica/Centro De Especialidade  ,-27.1737204,-51.5065214
2829827,2829827,421480,Rio do Sul,Drogaria Catarinense,Rua Doutor Neumann,85,Centro,89160047,43,Farmacia  ,-27.218168,-49.6437905
971960,971960,420920,Lacerdópolis,Clinica Odontologica E Estetica Orofacial Senger Ltda,Santa Catarina,959,Centro Sede,89660000,22,Consultorio Isolado  ,-27.2614296,-51.5564429
9539662,9539662,421530,Salete,Sandra Maria Bertussi Ferrari,Rua Irmã Celestina,161,Sao Cristovao,89196000,22,Consultorio Isolado  ,-26.9781992,-49.9990047
9562214,9562214,420540,Florianópolis,Vivva Clinica,Rua Padre Roma,482,Centro,88010090,22,Consultorio Isolado  ,-27.5926702,-48.5554609
9571345,9571345,420560,Galvão,Odontologia Galvao,Rua Tiradentes,348,Centro,89838000,22,Consultorio Isolado  ,-26.4553595,-52.6869755
996610,996610,420540,Florianópolis,Opus Servicos De Anestesia,Avenida Trompowsky,291,Centro,88015300,22,Consultorio Isolado  ,-27.5884344,-48.54826293712425
2846144,2846144,420690,Ibirama,Clinica Psicologica Viva,Rua 3 de Maio,365,Centro,89140000,22,Consultorio Isolado  ,-27.0591927,-49.5192352
2831767,2831767,420460,Criciúma,Sangiogo Saude,Travessa Germano Magrin,100,Centro,88802090,22,Consultorio Isolado  ,-28.6812364,-49.3758358
2852403,2852403,421130,Navegantes,Oral Medic,Rua José Francisco Laurindo,1277,Sao Domingos,88370700,36,Clinica/Centro De Especialidade  ,-26.8795489,-48.6733587
2850095,2850095,421660,São José,Viva Centro Odontologico Dr Volney Carlos Esser,Avenida Lédio João Martins,314,Kobrasol,88101100,36,Clinica/Centro De Especialidade  ,-27.598741,-48.6144733
9544224,9544224,421480,Rio do Sul,Clinica Prokids,Rua Amazonas,301,Eugenio Schneider,89167030,22,Consultorio Isolado  ,-27.2206005,-49.6397451
996238,996238,420240,Blumenau,Ambulatorio Karsten,Rua Johann Karsten,20,Testo Salto,89074700,22,Consultorio Isolado  ,-26.8515351,-49.1556832
2840278,2840278,420240,Blumenau,Dieteria,Rua Mathias Herkenhoff,514,Velha,89040070,22,Consultorio Isolado  ,-26.9213917,-49.1132957
990531,990531,421820,Timbó,Norbert Neumayr,Rua Blumenau,594,Estados,89120000,22,Consultorio Isolado  ,-26.8457977,-49.274846
9577831,9577831,420830,Itapema,Bella Fisio,Rua 250,335,Meia Praia,88220000,22,Consultorio Isolado  ,-27.1328836,-48.6082273
984345,984345,420910,Joinville,Lab Proll Med Psc Social Saude,Rua Conselheiro Arp,630,America,89204600,39,Unidade De Apoio Diagnóstico E Terapia (Sadt Isolado)  ,-26.2930281,-48.8523015
2816601,2816601,420240,Blumenau,Tatiane Bernardi,Rua Engenheiro Emílio Baumgart,35,Jardim Blumenau,89010580,22,Consultorio Isolado  ,-26.9295293,-49.0673602
2821605,2821605,421360,Porto União,Clinica Especializada Em Nutricao Victor Holovaty,Rua Santos Dumont,339,Cidade Nova,89400000,22,Consultorio Isolado  ,-26.2363073,-51.0812423
999717,999717,421720,São Miguel do Oeste,Delciana Guaragni Bianchi,Rua Olavo Bilac,737,Sao Jorge,89900000,36,Clinica/Centro De Especialidade  ,-26.739042,-53.5115394
9311203,9311203,421320,Pomerode,Central De Regulacao Municipal De Pomerode,Rua Hermann Veege,677,Centro,89107000,81,Central De Regulacao Do Acesso  ,-26.7356218,-49.1770095
9519491,9519491,421250,Penha,Centro De Diagnostico Rm,Avenida Nereu Ramos,889,Centro,88385000,22,Consultorio Isolado  ,-26.7708763,-48.6482254
2850052,2850052,421660,São José,Espaco Vinculos Desenvolvimento Humano,Rua das Camélias,345,Kobrasol,88102480,22,Consultorio Isolado  ,-27.5977422,-48.6187817
2833190,2833190,421780,Taió,Pabst Saude Integrada,Avenida João Bertoli,625,Centro,89190000,2,Centro De Saude/Unidade Basica  ,-27.1179573,-50.0106539
2814404,2814404,420240,Blumenau,Ambulatorio Schneider Electric Brasil,Rua José Deeke,1585,Salto,89031401,22,Consultorio Isolado  ,-26.88849855,-49.11367691042977
2539888,2539888,420420,Chapecó,Lilian Kaempf,Rua Barão do Rio Branco - E,300,Centro,89802100,22,Consultorio Isolado  ,-27.1018493,-52.6100444
9576215,9576215,420420,Chapecó,Guilherme De Rezende Dalul,Avenida Getúlio Dorneles Vargas - S,681,Centro Ed Dbusiness,89812000,22,Consultorio Isolado  ,-27.11068855,-52.61229805
9594140,9594140,421210,Palmitos,Farmacia Municipal De Palmitos,Rua Oswaldo Cruz,110,Centro,89887000,43,Farmacia  ,-27.0711023,-53.1596594
2626241,2626241,420420,Chapecó,Clinica De Olhos,Rua Marechal Floriano Peixoto - O,266,Centro,89802010,22,Consultorio Isolado  ,-27.0949199912,-52.618
