COMPETENCIA,IBGE,UF,MUNICIPIO,CNES,NOME FANTASIA,RAZAO SOCIAL,CNPJ PROPRIO,CNPJ MANTENEDORA,TIPO GESTAO,LOGRADOURO,NUMERO,BAIRRO,CEP
202202,420240,SC,BLUMENAU,718165,AMOR SAUDE BLUMENAU,AMOR SAUDE BLUMENAU LTDA,27642911000179.0,,M,XV DE NOVEMBRO,681,CENTRO,89010001
202202,420540,SC,FLORIANOPOLIS,715832,FAZENDO ALMA PSICOLOGIA JUNGUIANA,FAZENDO ALMA ESPACO DE SAUDE LTDA,41103529000118.0,,M,ALMIRANTE ALVIM,607,CENTRO,88015380
202202,420930,SC,LAGES,801216,RAIA DROGASIL S A,RAIA DROGASIL S A,61585865054839.0,,M,RUA LAURO MULLER,687,CENTRO,88501131
202202,421050,SC,MARAVILHA,842230,I P S E PROTESES DENTARIAS,SHAIANE DOMINGOS PEDROSO,42101963000121.0,,M,AVENIDA ARAUCARIA,150,CENTRO,89874000
202202,420380,SC,CANOINHAS,758531,CONSULTORIO ODONTOLOGICO,ROBSON PEIXER,,,M,FREI MENANDRO KAMPS,885,CENTRO,89460126
202202,420540,SC,FLORIANOPOLIS,656992,ODONTOCLINIC,CLINICA ODONTOLOGICA ODONTOLLINI LTDA,26575270000114.0,,M,PADRE ROMA,431,CENTRO,88010090
202202,420540,SC,FLORIANOPOLIS,657735,RESSIGNIFICAR PSICOLOGIA CLINICA,RESSIGNIFICAR PSICOLOGIA CLINICA LTDA,40841513000140.0,,M,FULVIO ADUCCI,1214,ESTREITO,88075001
202202,421580,SC,SAO BENTO DO SUL,890693,CENTRAL DE MONITORAMENTO SBS,MUNICIPIO DE SAO BENTO DO SUL,,86051398000100.0,M,RUA CAPITAO ERNESTO NUNES,25,CENTRO,89280364
202202,420890,SC,JARAGUA DO SUL,750018,VICENZI E PETRY SERVICOS MEDICOS,VICENZI E PETRY SERVICOS MEDICOS,41559128000177.0,,M,RUA ARTHUR GUMZ,430,VILA NOVA,89259340
202202,421930,SC,VIDEIRA,604704,AMANDA FIORELLI,AMANDA FIORELLI,,,M,BENJAMIN GRAZZIOTIN,124,ALVORADA,89562010
202202,421660,SC,SAO JOSE,760099,LABORATORIO DE ANALISES CLINICAS SAO GERONIMO,LABORATORIO DE ANALISES CLINICAS SAO GERONIMO LTDA,3422389000313.0,,M,IRINEU BORNHAUSEN,148,CAMPINAS,88101300
202202,420430,SC,CONCORDIA,726354,OBJETIVA ODONTOLOGIA,OBJETIVA ODONTOLOGIA LTDA,7104354000478.0,,M,RODOVIA SC 283,3931,SANTO ANTONIO,89703780
202202,420820,SC,ITAJAI,680133,DRA CAROLINE LEHMKUHL ODONTOLOGIA,DRA CAROLINE LEHMKUHL ODONTOLOGIA LTDA,37093074000120.0,,M,JOAO BAUER,498,CENTRO,88301500
202202,421880,SC,TURVO,911135,SOA,SOMA SAUDE CLINICA INTEGRADA LTDA,27321552000158.0,,M,RUA ANGELO ANDREA SCARABELOT,215,CENTRO,88930000
202202,420930,SC,LAGES,673757,FARMACIA FARMALAGES,FARMACIA ARACELLI LTDA,78264801000151.0,,M,RUA MANOEL THIAGO DE CASTRO,67,CENTRO,88501020
202202,420930,SC,LAGES,826146,SANTA TEREZA ORTOPEDIA TECNICA LTDA,SANTA TEREZA ORTOPEDIA TECNICA LTDA,41620210000160.0,,M,RUA FREI ROGERIO,804,CENTRO,88502161
202202,421130,SC,NAVEGANTES,873195,CLINICA MEDICA POPULAR,CLINICA MEDICA POPULAR LTDA,28249804000148.0,,M,ADVOGADO ARAO REBELO,34,CENTRO,88370118
202202,420930,SC,LAGES,704296,DROGARIA ULTRA POPULAR,DUTRA COMERCIO FARMACEUTICO LTDA,7324378000351.0,,M,RUA MARECHAL DEODORO,61,CENTRO,88504000
202202,420420,SC,CHAPECO,779504,CLINICA MEDICA ANNES LTDA,CLINICA MEDICA ANNES LTDA,27351237000173.0,,M,AVENIDA PORTO ALEGRE,120,CENTRO,89802132
202202,420820,SC,ITAJAI,742538,FARMACIA DO ALEMAO,FARMACIA DO ALEMAO LTDA,28582321000160.0,,M,AGILIO CUNHA,1401,CIDADE NOVA,88308150
202202,420820,SC,ITAJAI,747521,HELLES SAUDE ACOLHIMENTO E INTEGRALIDADE,PERAO E SILVA CLINICA DE PSICOLOGIA E FISIOTERAPIA LTDA,41802606000128.0,,M,CORONEL MARCOS KONDER,1313,CENTRO,88301302
202202,421660,SC,SAO JOSE,792829,LABORATORIO DAMIANI KOERICH,LABORATORIO DE ANALISES CLINICAS ANALISE LTDA,79877023000643.0,,M,ELIZEU DI BERNARDI,337,CAMPINAS,88101050
202202,420140,SC,ARARANGUA,900923,CENTRO DE REABILITACAO POS COVID,CENTRO DE REABILITACAO POS COVID,,82911249000113.0,M,AVENIDA VEREADOR MANOEL COSTA,S/N,JARDIM DAS AVENIDAS,88906064
202202,420140,SC,ARARANGUA,777064,FAR 24H,CT VARELA DROGARIA LTDA,37211568000161.0,,M,PRESIDENTE JOAO GOULART,30,CIDADE ALTA,88901026
202202,420380,SC,CANOINHAS,448036,MAIS VISAO,CAROLINE RIBEIRO BICCA,,,M,RUA CORONEL ALBUQUERQUE,877,CENTRO,89460056
202202,420820,SC,ITAJAI,532169,CENTRAL DO CAMINHAO,CENTRAL DO CAMINHAO CARGAS E TRANSPORTES LTDA,8437947000176.0,,M,JORGE LACERDA,222,SALSEIROS,88311605
202202,420930,SC,LAGES,614335,PANVEL FARMACIAS,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,92665611049931.0,,M,RUA GOVERNADOR JORGE LACERDA,154,CENTRO,88501120
202202,420540,SC,FLORIANOPOLIS,609803,PANVEL FARMACIAS,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,92665611049184.0,,M,AV DIOMICIO FREITAS,00,CARIANOS,88047900
202202,420540,SC,FLORIANOPOLIS,912875,ANDRESSA CAROLINE MAIOCHI,ANDRESSA CAROLINE MAIOCHI,,,M,RUA ORLANDO CARIORI,64,LAGOA DA CONCEICAO,88062035
202202,421190,SC,PALHOCA,914878,SAO JOAO FARMACIAS,COMERCIO DE MEDICAMENTOS BRAIR LTDA,88212113066623.0,,M,GENTIL REINALDO CORDIOLI,S/N,JARDIM ELDORADO,88133500
202202,420240,SC,BLUMENAU,890340,EDUARDO PACKER WEISS,EDUARDO PACKER WEISS,,,M,RUA PREFEITO FREDERICO BUSCH JUNIOR,124,RIBEIRAO FRESCO,89020400
202202,420425,SC,COCAL DO SUL,893579,PRONTO ATENDIMENTO 24 HORAS DE COCAL DO SUL,MUNICIPIO DE COCAL DO SUL,,95778056000188.0,M,RODOVIA MAXIMILIANO GAIDZINSKI,155,CENTRO,88845000
202202,420820,SC,ITAJAI,671649,PULMONAR,MEDICINA RESPIRATORIA MEDICOS ASSOCIADOS LTDA,38714378000120.0,,M,OSVALDO REIS,3281,PRAIA BRAVA,88306001
202202,420300,SC,CACADOR,725447,RENAITRE CLINICA DE GINECOLOGIA E OBSTETRICIA,RENAITRE CLINICA DE GINECOLOGIA E OBSTETRICIA LTDA,41351225000170.0,,M,HERCULANO COELHO DE SOUZA,727,REUNIDAS,89504590
202202,420140,SC,ARARANGUA,667587,LAVIE SAUDE,LAVIE SAUDE LTDA,40317982000164.0,,M,PADRE ANTONIO LUIZ DIAS,345,CENTRO,88900067
202202,420540,SC,FLORIANOPOLIS,664154,GRANDO ODONTOLOGIA,GRANDO ODONTOLOGIA SS,4095206000101.0,,M,JERONIMO COELHO,293,CENTRO,88010030
202202,420540,SC,FLORIANOPOLIS,668397,CLINICA PSICOLOGICA LIDERANCA,BERONICE PISSOLATO TROVATI,38421140000106.0,,M,SANTOS SARAIVA,840,ESTREITO,88070100
202202,420820,SC,ITAJAI,623024,DROGARIA J MACIEL LTDA,DROGARIA J MACIEL LTDA,85325678000105.0,,M,PEDRO FERREIRA,155,CENTRO,88301900
202202,420910,SC,JOINVILLE,655503,FRANCINE GRABOSKI TARANTO NUNES,FRANCINE GRABOSKI TARANTO NUNES,,,M,JUCELINO KUBITSCHECK,410,CENTRO,89201100
202202,421200,SC,PALMA SOLA,676551,AMBULATORIO PALMASOLA S A MADEIRAS E AGRICULTURA,PALMASOLA S A MADEIRAS E AGRICULTURA,83834101000195.0,,M,CRESTANI,515,CENTRO,89985000
202202,420300,SC,CACADOR,727075,OSCAR ARMANDO PUIN MANRIQUE,OSCAR ARMANDO PUIN MARIQUE,,,M,HERCULANO COELHO DE SOUZA,727,REUNIDAS,89504590
202202,420055,SC,AGUAS FRIAS,848689,CONSULTORIO ODONTOLOGICO DOUTORA DAIANE GALERA,DAIANE GALERA EIRELI,28251446000108.0,,M,RUA CASTELO BRANCO,444,CENTRO,89843000
202202,421750,SC,SEARA,821063,ADRIANA ESTELA LONGHI LAZZARI,ADRIANA ESTELA LONGHI LAZZARI,21719396000100.0,,M,NEREU RAMOS,160,CENTRO,89770000
202202,420420,SC,CHAPECO,897620,ALESSANDRA CHIARELLO SERVICOS MEDICOS,ALESSANDRA CHIARELLO SERVICOS MEDICOS LTDA,41058415000101.0,,M,RUA DUQUE DE CAXIAS,141,CENTRO,89802112
202202,420820,SC,ITAJAI,766208,JAQUELINE BRENNER,JAQUELINE BRENNER,,,M,RUA JORGE FERNANDES,76,CENTRO,88306130
202202,421930,SC,VIDEIRA,798983,FARMACIA GEREMIAS LTDA,FARMACIA GEREMIAS LTDA,80650245000446.0,,M,SAUL BRANDALISE,1531,DOIS PINHEIROS,89560292
202202,420400,SC,CATANDUVAS,620718,FARMACIA SANTA CLARA,DROGARIA MAGNAS RAMOS LTDA,10444249000220.0,,M,DUQUE DE CAXIAS,2618,CENTRO,89670000
202202,421175,SC,OTACILIO COSTA,650889,FARMACIA CLINICA MATRIZ,CARDOSO SANTOS LTDA,6311012000113.0,,M,VIDAL RAMOS JR,192,CENTRO ADM,88540000
202202,420540,SC,FLORIANOPOLIS,777285,CONSULTORIO ODONTOLOGICO DR CRIS VIRAG,CRISTIANO FRANCISCO FRITZ VIRAG,,,M,AVENIDA PEQUENO PRINCIPE,441,CAMPECHE,88063000
202202,420540,SC,FLORIANOPOLIS,764701,FAROL DESENVOLVIMENTO INFANTIL,FAROL DESENVOLVIMENTO INFANTIL LTDA,40624282000112.0,,M,PEQUENO PRINCIPE,1482,CAMPECHE,88063000
202202,420820,SC,ITAJAI,713880,OSVALDO NETO NUTRICIONISTA,OSVALDO NETO CONSULTORIO DE NUTRICAO LTDA,27794426000110.0,,M,OSVALDO REIS,3281,BALNEARIO SANTA CLAR,88306773
202202,420420,SC,CHAPECO,786209,SC INTER HOSPITALAR 02,SECRETARIA DE ESTADO DA SAUDE,,82951245000169.0,E,NEREU RAMOS,31,CENTRO,89801501
202202,421190,SC,PALHOCA,790885,FARMACIA EXTRA POPULAR,FARMACIA MADRI POPULAR LTDA,85269850000142.0,,M,DAS TIPUANAS,391,SAO SEBASTIAO,88136300
202202,421890,SC,URUBICI,774189,CENTRO ODONTOLOGICO CATARINENSE,IRAMAR GALZINA MARIA DE OLIVEIRA,12502804000259.0,,M,AVENIDA PREFEITO NATAL ZILLI,2758,ESQUINA,88650000
202202,420850,SC,ITUPORANGA,775673,ESTIMULAR ESPACO TERAPEUTICO INFANTIL,ESTIMULAR ESPACO TERAPEUTICO INFANTIL LTDA,41568801000135.0,,M,JOAO HENRIQUE WIESE,120,CENTRO,88400000
202202,421190,SC,PALHOCA,769894,CIRCULAR AVALIACOES PSICOLOGICAS,CIRCULAR AVALIACOES PSICOLOGICAS LTDA,34830577000142.0,,M,PREFEITO REINOLDO ALVES,41,PASSA VINTE,88132000
202202,420395,SC,CAPIVARI DE BAIXO,818003,MARIANA DA SILVA,MARIANA DA SILVA,,,M,RUA JOAO SEBASTIAO FRANCIONE,429,SANTA LUCIA,88745000
202202,420200,SC,BALNEARIO CAMBORIU,840238,CLINICA PRIME BARRA SUL,CAMPOS E RODRIGUES FISIOTERAPIA LTDA,39705078000147.0,,M,4000,100,CENTRO,88330180
202202,420140,SC,ARARANGUA,798339,BRUNO DOS SANTOS PAVEI,BRUNO DOS SANTOS PAVEI,,,M,AVENIDA GETULIO VARGAS,1078,CENTRO,88905464
202202,420425,SC,COCAL DO SUL,557838,VIDA ATIVA NATACAO E HIDROGINASTICA,VIDA ATIVA NATACAO E HIDROGINASTICA LTDA,7224217000124.0,,M,RUA ESTER COSTA BURIGO,977,JARDIM ITALIA,88845000
202202,421050,SC,MARAVILHA,857602,MP CLINICA DE FISIOTERAPIA,MP CLINICA DE FISIOTERAPIA LTDA,42931116000194.0,,M,AVENIDA SUL BRASIL,583,CENTRAL,89874000
202202,420540,SC,FLORIANOPOLIS,912891,NX CIRURGIA,NX CIRURGIA LTDA,40395783000174.0,,M,MENINO DEUS,63,CENTRO,88020210
202202,420540,SC,FLORIANOPOLIS,614440,PANVEL FARMACIAS,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,92665611023118.0,,M,AV MADRE BENVENUTA,687,SANTA MONICA,88035001
202202,421660,SC,SAO JOSE,644137,FRANCESQUI ODONTOLOGIA,L APARECIDA SILVA FRANCESQUI ODONTOLOGIA,33375103000195.0,,M,PRESIDENTE KENNEDY,1333,KOBRASOL,88102401
202202,420820,SC,ITAJAI,599921,FARMACIA PRECO POPULAR,CIA LATINO AMERICANA DE MEDICAMENTOS,84683481032451.0,,M,ESTEFANO JOSE VANOLLI,600,SAO VICENTE,88309200
202202,420540,SC,FLORIANOPOLIS,827428,CENTRO DE ESTIMULACAO LAZER PLURAL,TANIA ALVES RODRIGUES,26105920000168.0,,M,RUA BRIGADEIRO SILVA PAES,33,CENTRO,88015050
202202,420290,SC,BRUSQUE,800988,LABORATORIO SANTA SOPHIA,BEATRIZ DA SILVA SILVEIRA DE SOUZA,8574294000843.0,,M,PEDRO WERNER,112,CENTRO II URBANO,88354000
202202,420740,SC,IMBUIA,825859,VALANI FISIOTERAPIA,VALANI FISIOTERAPIA LTDA,42431096000192.0,,M,RUA HORACIO MACHADO,222,CENTRO,88440000
202202,420930,SC,LAGES,799289,MARIA MICHELI SOARES RAFAELI DA CRUZ,MARIA MICHELI SOARES RAFAELI DA CRUZ,,,M,RUA JAIRO LUIS RAMOS,695,SAGRADO CORACAO DE J,88508380
202202,421635,SC,SAO JOAO DO ITAPERIU,830011,CENTRAL DE REGULACAO DE SAO JOAO DO ITAPERIU,CENTRAL DE REGULACAO DE SAO JOAO DO ITAPERIU,,95954442000183.0,M,RUA JOSE ANASTACIO MACHADO,70,CENTRO,88395000
202202,421900,SC,URUSSANGA,557870,LUZA MEDICINA OCUPACIONAL,LUZA MEDICINA OCUPACIONAL LTDA,39544752000159.0,,M,RUA SIQUEIRA RAMOS,102,CENTRO,88840000
202202,421620,SC,SAO FRANCISCO DO SUL,510955,LIVIA ALBUQUERQUE BITENCOURT,LIVIA ALBUQUERQUE BITENCOURT,,,M,RODOVIA DUQUE DE CAXIAS,233,UBATUBA,89240000
202202,421850,SC,TREZE TILIAS,606863,FARMA TILIAS,FARMACIA TREZE TILIAS LTDA,8641104000359.0,,M,PEDRO NELCIDO KAFER,11,CENTRO SEDE,89650000
202202,421720,SC,SAO MIGUEL DO OESTE,929131,OGLIARI ORTOPEDIA,OGLIARI ORTOPEDIA LTDA,35406243000109.0,,M,RUA BELILDE TREVISOL ORO,69,SAO JORGE,89900000
202202,420420,SC,CHAPECO,848808,ORTO PED CLINICA MEDICA S S,ORTO PED CLINICA MEDICA S S,22664408000109.0,,M,RUA PORTO ALEGRE,79,CENTRO,89802131
202202,421080,SC,MELEIRO,828513,FARMACIA BELLA VITA,JOVANA PIAZZA,1647993000150.0,,M,ALBERTO BURIGO,129,CENTRO,88920000
202202,421970,SC,XAXIM,770183,RADIOCENTER,ANA PAOLA ORSO FLAMIA PEGORARO,,,M,AVENIDA PLINIO ARLINDO DE NES,888,CENTRO,89825000
202202,420750,SC,INDAIAL,866105,CAROLINA KAULING DAGNONI,CAROLINA KAULING DAGNONI,,,M,RUA COMENDADOR HENRIQUE WANKE,45,CENTRO,89080048
202202,420540,SC,FLORIANOPOLIS,876968,CONSULTORIO FONOAUDIOLOGICO GREICY CRUZ,GREICY CRUZ FONOAUDIOLOGIA LTDA,42986397000182.0,,M,CAMPOLINO ALVES,300,CAPOEIRAS,88085110
202202,421080,SC,MELEIRO,829730,CLINICA ODONTOLOGICA GRABRIELLA MACCARINI LTDA,CLINICA ODONTOLOGICA GRABRIELLA MACCARINI LTDA,41180909000156.0,,M,PREFEITO LUIZ CANELLA,158,CENTRO,88920000
202202,421130,SC,NAVEGANTES,776459,CIS CENTRO INTEGRADO DE SAUDE,MUNICIPIO DE NAVEGANTES,,83102855000150.0,M,RUA JOSE ROMAO,0,GRAVATA,88372506
202202,421190,SC,PALHOCA,884103,PANVEL FARMACIAS,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,92665611056202.0,,M,ATILIO PEDRO PAGANI,367,PAGANI,88132149
202202,420290,SC,BRUSQUE,967602,CEDRELA ODONTOCLINICA,THIAGO MEISTER ODONTOLOGIA LTDA,22132936000109.0,,M,ARNO CARLOS GRACHER,57,CENTRO,88350310
202202,420240,SC,BLUMENAU,2855836,AMBULATORIO ELECTRO ACO ALTONA,ELECTRO ACO ALTONA S A,82643537000134.0,,M,ENG PAUL WERNER,925,ITOUPAVA SECA,89030900
202202,420870,SC,JACINTO MACHADO,2829436,POSTO DE SAUDE PINHEIRINHO BAIXO,PREFEITURA MUNICIPAL DE JACINTO MACHADO,,82960758000136.0,M,ESTRADA GERAL,S/N,PINHEIRINHO BAIXO,88950000
202202,420420,SC,CHAPECO,979988,AME PSICOLOGIA E GESTAO EM RH LTDA,AME PSICOLOGIA E GESTAO EM RH LTDA,37315186000188.0,,M,DUQUE DE CAXIAS,196,CENTRO,89802420
202202,421660,SC,SAO JOSE,970026,LABORATORIO SANTA LUZIA FORQUILHINHAS,K G COLETAS BIOLOGICAS LTDA,43606868000142.0,,M,MANOEL JOAQUIM DOS SANTOS,126,FORQUILHINHAS,88106545
202202,420480,SC,CURITIBANOS,2844257,EVOLLUA SERVICO DE PSICOLOGIA,EVOLLUA SERVICO DE PSICOLOGIA LTDA,44544474000170.0,,M,AV SALOMAO CARNEIRO DE ALMEIDA,388,CENTRO,89520000
202202,420710,SC,ILHOTA,1066013,YAUHMEDIC,J T MEDINA SERVICOS MEDICOS E ODONTOLOGIA 17918651000168,,,M,RUA IZIDORO MAES,169,CENTRO,88320000
202202,421180,SC,OURO,2843269,FARMACIA MUNICIPAL DE OURO,FUNDO MUNICIPAL DA SAUDE DE OURO,,82777228000157.0,M,RUA GOVERNADOR JORGE LACERDA,106,CENTRO,89663000
202202,421660,SC,SAO JOSE,982768,LABORATORIO DIAGNOSTICO HOSPITAL REGIONAL,DIAGNOSTICO LABORATORIO DE ANALISES CLINICAS E BROMATOLOGICA,81366460001020.0,,M,DOMINGOS FILOMENO,S/N,PRAIA COMPRIDA,88103430
202202,420810,SC,ITAIOPOLIS,745790,MARIANE RAZIEL DE ALMEIDA ROGALEWSKI VIGNOTO,MARIANE RAZIEL DE ALMEIDA ROGALEWSKI VIGNOTO,,,M,AVENIDA GETULIO VARGAS,470,CENTRO,89340000
202202,420540,SC,FLORIANOPOLIS,764736,BRUNA TESSARO JOIAS,HELENA ROSA TESSARO,76375583000105.0,,M,FELIPE SCHMIDT,232,CENTRO,88010000
202202,420810,SC,ITAIOPOLIS,744182,DROGARIA VIDA ATIVA,DROGARIA VIDA ATIVA LTDA,9061604000112.0,,M,GETULIO VARGAS,204,CENTRO,89340000
202202,420240,SC,BLUMENAU,890995,PERTENCER CLINICA INTERGADA LTDA,PERTENCER CLINICA INTEGRADA LTDA,43111781000102.0,,M,ALMIRANTE BARROSO,1004,VILA NOVA,89035400
202202,420050,SC,AGUAS DE CHAPECO,883360,EQUIPE AMPLIADA DE AGUAS DE CHAPECO,MUNICIPIO DE AGUAS DE CHAPECO,,82804212000196.0,M,AVENIDA JOINVILLE,311,CENTRO,89883000
202202,420540,SC,FLORIANOPOLIS,771503,INTEGRATIVA SAUDE,INTEGRATIVA TERAPIAS LTDA,39733678000119.0,,M,IRMAO CALIXTO,31,CARVOEIRA,88040605
202202,420880,SC,JAGUARUNA,783692,FARMACIA JAGUARUNA,FARMACIA TEIXEIRA TEIXEIRA LTDA,36902031000185.0,,M,RUA GOVERNADOR IVO SILVEIRA,163,CENTRO,88715000
202202,421480,SC,RIO DO SUL,811564,NEUROPRO,NEUROPRO CLINICA DE PSICOLOGIA E NEUROPSICOLOGIA LTDA,42379678000177.0,,M,RUA DUQUE DE CAXIAS,135,JARDIM AMERICA,89160220
202202,421660,SC,SAO JOSE,807184,DIAGNOSTICO CAMPINAS,DIAGNOSTICO LABORATORIO DE ANALISES CLINICAS E BROMATOLOGICA,81366460000644.0,,M,GOV JORGE LACERDA,117,CAMPINAS,88101420
202202,420540,SC,FLORIANOPOLIS,860069,DOM SORRISO SANTA MONICA,CENTRO ODONTOLOGICO DOM SORRISO SANTA MONICA LTDA,41447199000188.0,,M,AVENIDA MADRE BENVENUTA,1150,SANTA MONICA,88035000
202202,421480,SC,RIO DO SUL,875023,CLINICA MEDICA MARAFON,CLINICA MEDICA MARAFON LTDA,26122327000120.0,,M,AV OSCAR BARCELOS,1977,CENTRO,89160027
202202,420400,SC,CATANDUVAS,886548,LABORATORIO SAO FRANCISCO,JLM LABORATORIO LTDA,10934806000372.0,,M,SEVERIANO GUERREIRO,828,CENTRO,89670000
202202,420820,SC,ITAJAI,731587,CLINICA PEDIATRICA CRESCER,CRESCER SERVICOS MEDICOS LTDA,41516946000192.0,,M,CORONEL MARCOS KONDER,1207,CENTRO,88301300
202202,420420,SC,CHAPECO,787507,CLINICA DE OLHOS GIORDANI,CLINICA DE OLHOS GIORDANI LTDA,11662352000390.0,,M,AVENIDA GETULIO DORNELES VARGAS,S/N,CENTRO,89812000
202202,420240,SC,BLUMENAU,792780,OPTOMETRIA SILVA,WASHINGTON LUIS DA SILVA,32710009000182.0,,M,RUA XV DE NOVEMBRO,930,CENTRO,89010002
202202,420460,SC,CRICIUMA,769576,MAIULY PACHECO DUARTE,MAIULY PACHECO DUARTE,,,M,RUA CORONEL PEDRO BENEDET,488,PIO CORREA,88801250
202202,420540,SC,FLORIANOPOLIS,894494,SENESCENSE BRASIL,SENESCENSE BRASIL GERIATRIA LTDA,43021701000110.0,,M,SANTOS SARAIVA,469,ESTREITO,88070100
202202,420510,SC,DONA EMMA,953172,AMBULATORIO DE SAUDE MENTAL,MUNICIPIO DE DONA EMMA,,83102426000183.0,M,RUA ANTONIO FRARE,S/N,CENTRO,89155000
202202,420080,SC,ANCHIETA,964050,CONSULTORIO ODONTOLOGICO TAIS FERNANDA SOSTER,TAIS FERNANDA SOSTER,,,M,RUA MINAS GERAIS,1879,CENTRO,89970000
202202,420890,SC,JARAGUA DO SUL,7911432,GUILHERME BALDEZ PINHEIRO,GUILHERME BALDEZ PINHEIRO,,,M,RUA JOAO PICOLLI,348,CENTRO,89251590
202202,420910,SC,JOINVILLE,7899793,LEQUILIBRE,LEQUILIBRE LTDA ME,14905197000112.0,,M,ORESTES GUIMARAES,1153,AMERICA,89204061
202202,421265,SC,PESCARIA BRAVA,7465580,SECRETARIA MUNICIPAL DE SAUDE DE PESCARIA BRAVA,MUNICIPIO DE PESCARIA BRAVA,,16780795000138.0,M,RODOVIA SC 437 KM 08,S/N,CENTRO,88798000
202202,421480,SC,RIO DO SUL,7465009,DAYANE GROHNERT ROMAO PERINI,DAYANE GROHNERT ROMAO PERINI,,,M,RUY BARBOSA,239,SUMARE,89160045
202202,420460,SC,CRICIUMA,7896395,JG ENDOCRINOLOGIA,JOISE GIOVANA GIAROLO,23852688000133.0,,M,RUA ANTONIO DE LUCCA,91,PIO CORREA,88811503
202202,421570,SC,SANTO AMARO DA IMPERATRIZ,7436769,UNIDADE BASICA DE SAUDE NICOLAU TURNES,PREFEITURA MUNICIPAL DE SANTO AMARO,,82892324000146.0,M,SAO SEBASTIAO,4153,SUL DO RIO,88140000
202202,420910,SC,JOINVILLE,7473745,VERA LUCIA MENDES LEHM,VERA LUCIA MENDES LEHM,,,M,RIO DO SUL,334,BUCAREIN,89202201
202202,421320,SC,POMERODE,7462212,OHIRA ODONTOLOGIA ESPECIALIZADA,OHIRA ODONTOLOGIA ESPECIALIZADA LTDA ME,19170540000141.0,,M,RUA ARNO WEEGE,146,CENTRO,89107000
202202,421930,SC,VIDEIRA,7475829,TJH CLINICA MEDICA S S LTDA,TJH CLINICA MEDICA S S LTDA,19628931000167.0,,M,RUA SAUL BRANDALISE,190,CENTRO,89560194
202202,420480,SC,CURITIBANOS,7900554,MARIA FERNANDA LAZZAROTTO,MARIA FERNANDA LAZZAROTTO,,,M,RUA ALTINO GONCALVES DE FARIAS,1932,CENTRO,89520000
202202,421510,SC,RODEIO,7908865,FARMACIA DO TONINHO,DROGARIA E FARMACIA TONINHO LTDA ME,4289588000104.0,,M,BARAO DO RIO BRANCO,1112,CENTRO,89136000
202202,420540,SC,FLORIANOPOLIS,7918526,ENDOCRINOLOGIA,GUILHERME RUIVO GONCALVES DA SILVA,,,M,RUA BOCAIUVA,2468,CENTRO,88015902
202202,421970,SC,XAXIM,7843321,SELF CONSULTORIO DE PSICOLOGIA,MELINA BONGIORNO,,,M,AV PIINIO ARLINDO DE NES,1484,CENTRO,89825000
202202,421660,SC,SAO JOSE,7850360,CIMOSC,CIMOSC CLINICA INTEGRADA DE MEDICINA E ODONTOLOGIA SANTA C,3572335000172.0,,M,ANTONIO SHERER,645,KOBRASOL,88102090
202202,420010,SC,ABELARDO LUZ,7745729,POLO ACADEMIA DE SAUDE ABELARDO LUZ,POLO ACADEMIA DE SAUDE ABELARDO LUZ,,83009886000161.0,M,RUA AGRIPINO VARGAS,303,PARQUE DE EXPOSICOES,89830000
202202,420820,SC,ITAJAI,7781563,MARIA HELENA ROCHA,MARIA HELENA ROCHA,,,M,AVENIDA CORONEL MARCOS KONDER,1313,CENTRO,88301120
202202,420900,SC,JOACABA,7779976,DAMAIA,CLINICA DE FISIOTERAPIA KATIA DA MAIA LTDA,22052469000107.0,,M,SANTA TEREZINHA,615,CENTRO,89600000
202202,421190,SC,PALHOCA,7797893,CENTRO DE SAUDE SAO SEBASTIAO,PALHOCA PREFEITURA,,82892316000361.0,M,RUA DOS ACORES,213,SAO SEBASTIAO,88136520
202202,421480,SC,RIO DO SUL,7793308,CLINICA MEDICA JDB,CLINICA MEDICA JDB LTDA ME,22618263000100.0,,M,EUCLIDES DA CUNHA,87,EUGENIO SCHNEIDER,89160045
202202,420820,SC,ITAJAI,7790848,DIGEST CARE,SCHLINDWEIN SIMOES PEREIRA E THUROW,22524787000123.0,,M,AVENIDA CORONEL MARCOS KONDER,1207,CENTRO,88301902
202202,420820,SC,ITAJAI,7815786,ANA CAROLINA GARCIA POZETTI,ANA CAROLINA GARCIA POZETTI,,,M,RUA ZOZIMO JOSE PEIXOTO,166,CENTRO,88301000
202202,420390,SC,CAPINZAL,7746571,REDE FEMININA DE COMBATE AO CANCER DE CAPINZAL,REDE FEMININA DE COMBATE AO CANCER DE CAPINZAL,3634257000193.0,,M,RUA XV DE NOVEMBRO,545,CENTRO,89665000
202202,421690,SC,SAO LOURENCO DO OESTE,7354266,FONOCLIN,ALESANDRA DAGOSTINI MATTE ME,18548973000125.0,,M,AV BRASIL,1303,CENTRO,89990000
202202,420820,SC,ITAJAI,7779488,MAURICIO RICARDO BAGGIO,MAURICIO RICARDO BAGGIO,,,M,RUA JOAO BAUER,119,CENTRO,88301000
